Airline,Aircraft,Day,Time,Price ( AUD ),Scheduled Time,Actual Time
jetstar,jq522,26 sep 2024,15.0,230.0,3:55 PM,4:04 PM
jetstar,jq522,27 aug 2024,14.0,230.0,4:15 PM,4:18 PM
jetstar,jq522,27 sep 2024,15.0,127.0,4:15 PM,4:18 PM
jetstar,jq522,28 aug 2024,14.0,230.0,4:15 PM,6:17 PM
jetstar,jq522,28 sep 2024,16.0,127.0,4:15 PM,6:17 PM
jetstar,jq522,29 aug 2024,14.0,230.0,3:55 PM,4:53 PM
jetstar,jq522,29 sep 2024,16.0,473.0,3:55 PM,4:53 PM
jetstar,jq522,3 oct 2024,15.0,158.0,3:55 PM,4:53 PM
jetstar,jq522,30 aug 2024,14.0,230.0,3:40 PM,4:09 PM
jetstar,jq522,30 sep 2024,15.0,141.0,3:40 PM,4:09 PM
jetstar,jq522,31 aug 2024,14.0,230.0,4:15 PM,6:22 PM
jetstar,jq522,4 oct 2024,15.0,198.0,4:15 PM,6:22 PM
jetstar,jq522,5 oct 2024,16.0,158.0,4:15 PM,6:22 PM
jetstar,jq522,6 oct 2024,16.0,176.0,4:15 PM,6:22 PM
jetstar,jq524,02 aug 2024,14.0,230.0,5:40 PM,5:52 PM
jetstar,jq524,03 aug 2024,14.0,230.0,5:40 PM,5:53 PM
jetstar,jq524,04 aug 2024,14.0,230.0,5:40 PM,5:50 PM
jetstar,jq524,05 aug 2024,14.0,230.0,5:40 PM,6:05 PM
jetstar,jq524,06 aug 2024,14.0,230.0,5:40 PM,5:48 PM
jetstar,jq524,07 aug 2024,14.0,230.0,5:40 PM,6:31 PM
jetstar,jq524,08 aug 2024,14.0,230.0,5:40 PM,5:52 PM
jetstar,jq524,09 aug 2024,14.0,230.0,5:40 PM,5:58 PM
jetstar,jq524,1 aug 2024,14.0,230.0,5:40 PM,5:57 PM
jetstar,jq524,1 oct 2024,17.0,79.0,5:40 PM,5:57 PM
jetstar,jq524,10 aug 2024,14.0,230.0,5:40 PM,5:50 PM
jetstar,jq524,11 aug 2024,14.0,230.0,5:40 PM,5:58 PM
jetstar,jq524,12 aug 2024,14.0,230.0,5:40 PM,5:57 PM
jetstar,jq524,13 aug 2024,14.0,230.0,5:40 PM,5:54 PM
jetstar,jq524,14 aug 2024,14.0,230.0,5:40 PM,5:53 PM
jetstar,jq524,15 aug 2024,14.0,230.0,5:40 PM,6:02 PM
jetstar,jq524,16 aug 2024,14.0,230.0,5:40 PM,8:34 PM
jetstar,jq524,17 aug 2024,14.0,230.0,5:40 PM,5:52 PM
jetstar,jq524,18 aug 2024,14.0,230.0,5:40 PM,7:37 PM
jetstar,jq524,19 aug 2024,14.0,230.0,5:40 PM,5:55 PM
jetstar,jq524,2 oct 2024,17.0,84.0,5:40 PM,5:55 PM
jetstar,jq524,20 aug 2024,14.0,230.0,5:40 PM,6:20 PM
jetstar,jq524,21 aug 2024,14.0,230.0,5:40 PM,6:00 PM
jetstar,jq524,22 aug 2024,14.0,230.0,5:40 PM,5:57 PM
jetstar,jq524,22 sep 2024,17.0,230.0,5:40 PM,5:57 PM
jetstar,jq524,23 aug 2024,14.0,230.0,5:40 PM,6:00 PM
jetstar,jq524,23 sep 2024,17.0,394.0,5:40 PM,6:00 PM
jetstar,jq524,24 aug 2024,14.0,230.0,5:40 PM,5:57 PM
jetstar,jq524,24 sep 2024,17.0,230.0,5:40 PM,5:57 PM
jetstar,jq524,25 aug 2024,14.0,230.0,5:40 PM,6:02 PM
jetstar,jq524,25 sep 2024,17.0,127.0,5:40 PM,6:02 PM
jetstar,jq524,26 aug 2024,14.0,230.0,5:40 PM,6:09 PM
jetstar,jq524,26 sep 2024,17.0,230.0,5:40 PM,6:09 PM
jetstar,jq524,27 aug 2024,14.0,230.0,5:40 PM,5:57 PM
jetstar,jq524,27 sep 2024,17.0,113.0,5:40 PM,5:57 PM
jetstar,jq524,28 aug 2024,14.0,230.0,5:40 PM,7:43 PM
jetstar,jq524,28 sep 2024,17.0,127.0,5:40 PM,7:43 PM
jetstar,jq524,29 aug 2024,14.0,230.0,5:40 PM,5:58 PM
jetstar,jq524,29 sep 2024,17.0,327.0,5:40 PM,5:58 PM
jetstar,jq524,3 oct 2024,17.0,158.0,5:40 PM,5:58 PM
jetstar,jq524,30 aug 2024,14.0,230.0,5:40 PM,5:56 PM
jetstar,jq524,30 sep 2024,17.0,141.0,5:40 PM,5:56 PM
jetstar,jq524,31 aug 2024,14.0,230.0,5:40 PM,6:28 PM
jetstar,jq524,4 oct 2024,17.0,230.0,5:40 PM,6:28 PM
jetstar,jq524,5 oct 2024,17.0,141.0,5:40 PM,6:28 PM
jetstar,jq524,6 oct 2024,17.0,230.0,5:40 PM,6:28 PM
jetstar,jq528,02 aug 2024,14.0,230.0,7:15 PM,7:23 PM
jetstar,jq528,03 aug 2024,14.0,230.0,7:15 PM,7:21 PM
jetstar,jq528,04 aug 2024,14.0,230.0,7:15 PM,7:23 PM
jetstar,jq528,05 aug 2024,14.0,230.0,7:15 PM,7:20 PM
jetstar,jq528,06 aug 2024,14.0,230.0,7:15 PM,7:19 PM
jetstar,jq528,07 aug 2024,14.0,230.0,7:15 PM,7:35 PM
jetstar,jq528,08 aug 2024,14.0,230.0,7:15 PM,7:36 PM
jetstar,jq528,09 aug 2024,14.0,230.0,7:15 PM,7:21 PM
jetstar,jq528,1 aug 2024,14.0,230.0,7:15 PM,7:22 PM
jetstar,jq528,1 oct 2024,19.0,84.0,7:15 PM,7:22 PM
jetstar,jq528,10 aug 2024,14.0,230.0,7:15 PM,7:27 PM
jetstar,jq528,11 aug 2024,14.0,230.0,7:15 PM,7:19 PM
jetstar,jq528,12 aug 2024,14.0,230.0,7:15 PM,7:16 PM
jetstar,jq528,13 aug 2024,14.0,230.0,7:15 PM,7:29 PM
jetstar,jq528,14 aug 2024,14.0,230.0,7:15 PM,7:39 PM
jetstar,jq528,15 aug 2024,14.0,230.0,7:15 PM,7:39 PM
jetstar,jq528,16 aug 2024,14.0,230.0,7:15 PM,7:39 PM
jetstar,jq528,17 aug 2024,14.0,230.0,7:15 PM,7:22 PM
jetstar,jq528,18 aug 2024,14.0,230.0,7:15 PM,7:39 PM
jetstar,jq528,19 aug 2024,14.0,230.0,7:15 PM,7:23 PM
jetstar,jq528,2 oct 2024,19.0,90.0,7:15 PM,7:23 PM
jetstar,jq528,20 aug 2024,14.0,230.0,7:15 PM,7:22 PM
jetstar,jq528,21 aug 2024,14.0,230.0,7:15 PM,7:19 PM
jetstar,jq528,22 aug 2024,14.0,230.0,7:15 PM,7:33 PM
jetstar,jq528,22 sep 2024,19.0,394.0,7:15 PM,7:33 PM
jetstar,jq528,23 aug 2024,14.0,230.0,7:15 PM,7:29 PM
jetstar,jq528,23 sep 2024,19.0,230.0,7:15 PM,7:29 PM
jetstar,jq528,24 aug 2024,14.0,230.0,7:15 PM,7:29 PM
jetstar,jq528,24 sep 2024,19.0,176.0,7:15 PM,7:29 PM
jetstar,jq528,25 aug 2024,14.0,230.0,7:15 PM,8:39 PM
jetstar,jq528,25 sep 2024,19.0,141.0,7:15 PM,8:39 PM
jetstar,jq528,26 aug 2024,14.0,230.0,7:15 PM,7:24 PM
jetstar,jq528,26 sep 2024,19.0,270.0,7:15 PM,7:24 PM
jetstar,jq528,27 aug 2024,14.0,230.0,7:15 PM,7:29 PM
jetstar,jq528,27 sep 2024,19.0,127.0,7:15 PM,7:29 PM
jetstar,jq528,28 aug 2024,14.0,230.0,7:15 PM,8:51 PM
jetstar,jq528,28 sep 2024,19.0,141.0,7:15 PM,8:51 PM
jetstar,jq528,29 aug 2024,14.0,230.0,7:15 PM,8:30 PM
jetstar,jq528,29 sep 2024,19.0,327.0,7:15 PM,8:30 PM
jetstar,jq528,3 oct 2024,19.0,158.0,7:15 PM,8:30 PM
jetstar,jq528,30 aug 2024,14.0,230.0,7:15 PM,8:14 PM
jetstar,jq528,30 sep 2024,19.0,127.0,7:15 PM,8:14 PM
jetstar,jq528,31 aug 2024,14.0,230.0,7:15 PM,8:02 PM
jetstar,jq528,4 oct 2024,19.0,198.0,7:15 PM,8:02 PM
jetstar,jq528,5 oct 2024,19.0,141.0,7:15 PM,8:02 PM
jetstar,jq528,6 oct 2024,19.0,158.0,7:15 PM,8:02 PM
jetstar,jq530,02 aug 2024,14.0,230.0,8:15 PM,8:34 PM
jetstar,jq530,03 aug 2024,14.0,230.0,8:15 PM,8:21 PM
jetstar,jq530,04 aug 2024,14.0,230.0,8:15 PM,9:07 PM
jetstar,jq530,05 aug 2024,14.0,230.0,8:15 PM,8:31 PM
jetstar,jq530,06 aug 2024,14.0,230.0,8:15 PM,8:18 PM
jetstar,jq530,07 aug 2024,14.0,230.0,8:15 PM,8:23 PM
jetstar,jq530,08 aug 2024,14.0,230.0,8:15 PM,9:01 PM
jetstar,jq530,09 aug 2024,14.0,230.0,8:15 PM,8:16 PM
jetstar,jq530,1 aug 2024,14.0,230.0,8:15 PM,8:21 PM
jetstar,jq530,1 oct 2024,20.0,84.0,8:15 PM,8:21 PM
jetstar,jq530,10 aug 2024,14.0,230.0,8:15 PM,8:29 PM
jetstar,jq530,11 aug 2024,14.0,230.0,8:15 PM,8:29 PM
jetstar,jq530,12 aug 2024,14.0,230.0,8:15 PM,8:23 PM
jetstar,jq530,13 aug 2024,14.0,230.0,8:15 PM,8:16 PM
jetstar,jq530,14 aug 2024,14.0,230.0,8:15 PM,8:43 PM
jetstar,jq530,15 aug 2024,14.0,230.0,8:15 PM,8:32 PM
jetstar,jq530,16 aug 2024,14.0,230.0,8:15 PM,8:32 PM
jetstar,jq530,17 aug 2024,14.0,230.0,8:15 PM,8:53 PM
jetstar,jq530,18 aug 2024,14.0,230.0,8:15 PM,8:22 PM
jetstar,jq530,19 aug 2024,14.0,230.0,8:15 PM,8:18 PM
jetstar,jq530,2 oct 2024,20.0,90.0,8:15 PM,8:18 PM
jetstar,jq530,20 aug 2024,14.0,230.0,8:15 PM,8:20 PM
jetstar,jq530,21 aug 2024,14.0,230.0,8:15 PM,8:32 PM
jetstar,jq530,22 aug 2024,14.0,230.0,8:15 PM,8:29 PM
jetstar,jq530,22 sep 2024,20.0,394.0,8:15 PM,8:29 PM
jetstar,jq530,23 aug 2024,14.0,230.0,8:15 PM,8:22 PM
jetstar,jq530,23 sep 2024,20.0,198.0,8:15 PM,8:22 PM
jetstar,jq530,24 aug 2024,14.0,230.0,8:15 PM,8:19 PM
jetstar,jq530,24 sep 2024,20.0,158.0,8:15 PM,8:19 PM
jetstar,jq530,25 aug 2024,14.0,230.0,8:15 PM,9:49 PM
jetstar,jq530,25 sep 2024,20.0,127.0,8:15 PM,9:49 PM
jetstar,jq530,26 aug 2024,14.0,230.0,8:15 PM,8:52 PM
jetstar,jq530,26 sep 2024,20.0,270.0,8:15 PM,8:52 PM
jetstar,jq530,27 aug 2024,14.0,230.0,8:15 PM,8:22 PM
jetstar,jq530,27 sep 2024,20.0,99.0,8:15 PM,8:22 PM
jetstar,jq530,28 aug 2024,14.0,230.0,8:15 PM,9:00 PM
jetstar,jq530,28 sep 2024,20.0,198.0,8:15 PM,9:00 PM
jetstar,jq530,29 aug 2024,14.0,230.0,8:15 PM,8:43 PM
jetstar,jq530,29 sep 2024,20.0,327.0,8:15 PM,8:43 PM
jetstar,jq530,3 oct 2024,20.0,141.0,8:15 PM,8:43 PM
jetstar,jq530,30 aug 2024,14.0,230.0,8:15 PM,8:45 PM
jetstar,jq530,30 sep 2024,20.0,127.0,8:15 PM,8:45 PM
jetstar,jq530,31 aug 2024,14.0,230.0,8:15 PM,8:29 PM
jetstar,jq530,4 oct 2024,20.0,198.0,8:15 PM,8:29 PM
jetstar,jq530,5 oct 2024,20.0,141.0,8:15 PM,8:29 PM
jetstar,jq530,6 oct 2024,20.0,158.0,8:15 PM,8:29 PM
jetstar,jq532,02 aug 2024,14.0,230.0,8:50 PM,9:06 PM
jetstar,jq532,03 aug 2024,14.0,230.0,8:50 PM,8:56 PM
jetstar,jq532,04 aug 2024,14.0,230.0,8:50 PM,8:53 PM
jetstar,jq532,05 aug 2024,14.0,230.0,8:50 PM,8:57 PM
jetstar,jq532,06 aug 2024,14.0,230.0,8:50 PM,8:49 PM
jetstar,jq532,07 aug 2024,14.0,230.0,8:50 PM,8:55 PM
jetstar,jq532,08 aug 2024,14.0,230.0,8:50 PM,9:17 PM
jetstar,jq532,09 aug 2024,14.0,230.0,8:50 PM,9:10 PM
jetstar,jq532,1 aug 2024,14.0,230.0,8:50 PM,9:20 PM
jetstar,jq532,1 oct 2024,20.0,84.0,8:50 PM,9:20 PM
jetstar,jq532,10 aug 2024,14.0,230.0,8:50 PM,8:53 PM
jetstar,jq532,11 aug 2024,14.0,230.0,8:50 PM,9:02 PM
jetstar,jq532,12 aug 2024,14.0,230.0,8:50 PM,8:51 PM
jetstar,jq532,13 aug 2024,14.0,230.0,8:50 PM,8:50 PM
jetstar,jq532,14 aug 2024,14.0,230.0,8:50 PM,8:50 PM
jetstar,jq532,15 aug 2024,14.0,230.0,8:50 PM,8:58 PM
jetstar,jq532,16 aug 2024,14.0,230.0,8:50 PM,8:58 PM
jetstar,jq532,17 aug 2024,14.0,230.0,8:50 PM,9:06 PM
jetstar,jq532,18 aug 2024,14.0,230.0,8:50 PM,8:58 PM
jetstar,jq532,19 aug 2024,14.0,230.0,8:50 PM,8:54 PM
jetstar,jq532,2 oct 2024,20.0,99.0,8:50 PM,8:54 PM
jetstar,jq532,20 aug 2024,14.0,230.0,8:50 PM,9:08 PM
jetstar,jq532,21 aug 2024,14.0,230.0,8:50 PM,9:17 PM
jetstar,jq532,22 aug 2024,14.0,230.0,8:50 PM,9:09 PM
jetstar,jq532,22 sep 2024,20.0,394.0,8:50 PM,9:09 PM
jetstar,jq532,23 aug 2024,14.0,230.0,8:50 PM,9:09 PM
jetstar,jq532,23 sep 2024,20.0,198.0,8:50 PM,9:09 PM
jetstar,jq532,24 aug 2024,14.0,230.0,8:50 PM,8:51 PM
jetstar,jq532,24 sep 2024,20.0,158.0,8:50 PM,8:51 PM
jetstar,jq532,25 aug 2024,14.0,230.0,8:50 PM,9:43 PM
jetstar,jq532,25 sep 2024,20.0,127.0,8:50 PM,9:43 PM
jetstar,jq532,26 aug 2024,14.0,230.0,8:50 PM,8:54 PM
jetstar,jq532,26 sep 2024,20.0,270.0,8:50 PM,8:54 PM
jetstar,jq532,27 aug 2024,14.0,230.0,8:50 PM,9:19 PM
jetstar,jq532,27 sep 2024,20.0,84.0,8:50 PM,9:19 PM
jetstar,jq532,28 aug 2024,14.0,230.0,8:50 PM,9:19 PM
jetstar,jq532,28 sep 2024,20.0,198.0,8:50 PM,9:19 PM
jetstar,jq532,29 aug 2024,14.0,230.0,8:50 PM,9:25 PM
jetstar,jq532,29 sep 2024,20.0,270.0,8:50 PM,9:25 PM
jetstar,jq532,3 oct 2024,20.0,141.0,8:50 PM,9:25 PM
jetstar,jq532,30 aug 2024,14.0,230.0,8:50 PM,9:35 PM
jetstar,jq532,30 sep 2024,20.0,127.0,8:50 PM,9:35 PM
jetstar,jq532,31 aug 2024,14.0,230.0,8:50 PM,9:05 PM
jetstar,jq532,4 oct 2024,20.0,176.0,8:50 PM,9:05 PM
jetstar,jq532,5 oct 2024,20.0,127.0,8:50 PM,9:05 PM
jetstar,jq532,6 oct 2024,20.0,141.0,8:50 PM,9:05 PM
quantas,qf402,02 aug 2024,14.0,230.0,6:00 AM,6:06 AM
quantas,qf402,03 aug 2024,14.0,230.0,6:00 AM,6:07 AM
quantas,qf402,04 aug 2024,14.0,230.0,6:00 AM,6:18 AM
quantas,qf402,05 aug 2024,14.0,230.0,6:00 AM,6:09 AM
quantas,qf402,06 aug 2024,14.0,230.0,6:00 AM,6:14 AM
quantas,qf402,07 aug 2024,14.0,230.0,6:00 AM,6:09 AM
quantas,qf402,08 aug 2024,14.0,230.0,6:00 AM,6:11 AM
quantas,qf402,09 aug 2024,14.0,230.0,6:00 AM,6:14 AM
quantas,qf402,1 aug 2024,14.0,230.0,6:00 AM,6:50 AM
quantas,qf402,1 oct 2024,6.0,179.0,6:00 AM,6:50 AM
quantas,qf402,10 aug 2024,14.0,230.0,6:00 AM,6:06 AM
quantas,qf402,11 aug 2024,14.0,230.0,6:00 AM,6:25 AM
quantas,qf402,12 aug 2024,14.0,230.0,6:00 AM,6:05 AM
quantas,qf402,13 aug 2024,14.0,230.0,6:00 AM,6:05 AM
quantas,qf402,14 aug 2024,14.0,230.0,6:00 AM,6:14 AM
quantas,qf402,15 aug 2024,14.0,230.0,6:00 AM,6:10 AM
quantas,qf402,16 aug 2024,14.0,230.0,6:00 AM,6:13 AM
quantas,qf402,17 aug 2024,14.0,230.0,6:00 AM,6:30 AM
quantas,qf402,18 aug 2024,14.0,230.0,6:00 AM,6:06 AM
quantas,qf402,19 aug 2024,14.0,230.0,6:00 AM,6:03 AM
quantas,qf402,2 oct 2024,6.0,215.0,6:00 AM,6:03 AM
quantas,qf402,20 aug 2024,14.0,230.0,6:00 AM,6:07 AM
quantas,qf402,21 aug 2024,14.0,230.0,6:00 AM,6:04 AM
quantas,qf402,22 aug 2024,14.0,230.0,6:00 AM,6:04 AM
quantas,qf402,22 sep 2024,6.0,681.0,6:00 AM,6:04 AM
quantas,qf402,23 aug 2024,14.0,230.0,6:00 AM,6:09 AM
quantas,qf402,23 sep 2024,6.0,508.0,6:00 AM,6:09 AM
quantas,qf402,24 aug 2024,14.0,230.0,6:00 AM,6:14 AM
quantas,qf402,24 sep 2024,6.0,436.0,6:00 AM,6:14 AM
quantas,qf402,25 aug 2024,14.0,230.0,6:00 AM,6:09 AM
quantas,qf402,25 sep 2024,6.0,320.0,6:00 AM,6:09 AM
quantas,qf402,26 aug 2024,14.0,230.0,6:00 AM,6:05 AM
quantas,qf402,26 sep 2024,6.0,179.0,6:00 AM,6:05 AM
quantas,qf402,27 aug 2024,14.0,230.0,6:00 AM,6:08 AM
quantas,qf402,27 sep 2024,6.0,179.0,6:00 AM,6:08 AM
quantas,qf402,28 aug 2024,14.0,230.0,6:00 AM,6:09 AM
quantas,qf402,28 sep 2024,6.0,179.0,6:00 AM,6:09 AM
quantas,qf402,29 aug 2024,14.0,230.0,6:00 AM,6:02 AM
quantas,qf402,29 sep 2024,6.0,436.0,6:00 AM,6:02 AM
quantas,qf402,3 oct 2024,6.0,179.0,6:00 AM,6:02 AM
quantas,qf402,30 aug 2024,14.0,230.0,6:00 AM,6:07 AM
quantas,qf402,30 sep 2024,6.0,508.0,6:00 AM,6:07 AM
quantas,qf402,31 aug 2024,14.0,230.0,6:00 AM,6:11 AM
quantas,qf402,4 oct 2024,6.0,215.0,6:00 AM,6:11 AM
quantas,qf402,5 oct 2024,6.0,320.0,6:00 AM,6:11 AM
quantas,qf402,6 oct 2024,6.0,270.0,6:00 AM,6:11 AM
quantas,qf406,02 aug 2024,14.0,230.0,6:30 AM,6:42 AM
quantas,qf406,03 aug 2024,14.0,230.0,6:30 AM,6:50 AM
quantas,qf406,04 aug 2024,14.0,230.0,6:30 AM,6:50 AM
quantas,qf406,05 aug 2024,14.0,230.0,6:30 AM,6:39 AM
quantas,qf406,06 aug 2024,14.0,230.0,6:30 AM,6:39 AM
quantas,qf406,07 aug 2024,14.0,230.0,6:30 AM,6:33 AM
quantas,qf406,08 aug 2024,14.0,230.0,6:30 AM,6:49 AM
quantas,qf406,09 aug 2024,14.0,230.0,6:30 AM,6:39 AM
quantas,qf406,1 aug 2024,14.0,230.0,6:30 AM,7:04 AM
quantas,qf406,1 oct 2024,6.0,179.0,6:30 AM,7:04 AM
quantas,qf406,10 aug 2024,14.0,230.0,6:30 AM,6:33 AM
quantas,qf406,11 aug 2024,14.0,230.0,6:30 AM,6:33 AM
quantas,qf406,12 aug 2024,14.0,230.0,6:30 AM,6:38 AM
quantas,qf406,13 aug 2024,14.0,230.0,6:30 AM,6:46 AM
quantas,qf406,14 aug 2024,14.0,230.0,6:30 AM,6:39 AM
quantas,qf406,15 aug 2024,14.0,230.0,6:30 AM,6:39 AM
quantas,qf406,16 aug 2024,14.0,230.0,6:30 AM,6:43 AM
quantas,qf406,17 aug 2024,14.0,230.0,6:30 AM,6:50 AM
quantas,qf406,18 aug 2024,14.0,230.0,6:30 AM,6:50 AM
quantas,qf406,19 aug 2024,14.0,230.0,6:30 AM,6:41 AM
quantas,qf406,2 oct 2024,6.0,179.0,6:30 AM,6:41 AM
quantas,qf406,20 aug 2024,14.0,230.0,6:30 AM,6:33 AM
quantas,qf406,21 aug 2024,14.0,230.0,6:30 AM,6:44 AM
quantas,qf406,22 aug 2024,14.0,230.0,6:30 AM,6:36 AM
quantas,qf406,22 sep 2024,6.0,230.0,6:30 AM,6:36 AM
quantas,qf406,23 aug 2024,14.0,230.0,6:30 AM,6:36 AM
quantas,qf406,23 sep 2024,6.0,508.0,6:30 AM,6:36 AM
quantas,qf406,24 aug 2024,14.0,230.0,6:30 AM,6:35 AM
quantas,qf406,24 sep 2024,6.0,590.0,6:30 AM,6:35 AM
quantas,qf406,25 aug 2024,14.0,230.0,6:30 AM,6:35 AM
quantas,qf406,25 sep 2024,6.0,320.0,6:30 AM,6:35 AM
quantas,qf406,26 aug 2024,14.0,230.0,6:30 AM,6:41 AM
quantas,qf406,26 sep 2024,6.0,179.0,6:30 AM,6:41 AM
quantas,qf406,27 aug 2024,14.0,230.0,6:30 AM,6:48 AM
quantas,qf406,27 sep 2024,6.0,179.0,6:30 AM,6:48 AM
quantas,qf406,28 aug 2024,14.0,230.0,6:30 AM,6:42 AM
quantas,qf406,28 sep 2024,6.0,179.0,6:30 AM,6:42 AM
quantas,qf406,29 aug 2024,14.0,230.0,6:30 AM,6:39 AM
quantas,qf406,29 sep 2024,6.0,230.0,6:30 AM,6:39 AM
quantas,qf406,3 oct 2024,6.0,179.0,6:30 AM,6:39 AM
quantas,qf406,30 aug 2024,14.0,230.0,6:30 AM,6:36 AM
quantas,qf406,30 sep 2024,6.0,320.0,6:30 AM,6:36 AM
quantas,qf406,31 aug 2024,14.0,230.0,6:30 AM,6:36 AM
quantas,qf406,4 oct 2024,6.0,215.0,6:30 AM,6:36 AM
quantas,qf406,5 oct 2024,6.0,179.0,6:30 AM,6:36 AM
quantas,qf406,6 oct 2024,6.0,230.0,6:30 AM,6:36 AM
quantas,qf410,02 aug 2024,14.0,230.0,7:00 AM,7:08 AM
quantas,qf410,03 aug 2024,14.0,230.0,7:00 AM,7:15 AM
quantas,qf410,04 aug 2024,14.0,230.0,7:00 AM,7:10 AM
quantas,qf410,05 aug 2024,14.0,230.0,7:00 AM,7:18 AM
quantas,qf410,06 aug 2024,14.0,230.0,7:00 AM,7:02 AM
quantas,qf410,07 aug 2024,14.0,230.0,7:00 AM,7:08 AM
quantas,qf410,08 aug 2024,14.0,230.0,7:00 AM,7:12 AM
quantas,qf410,09 aug 2024,14.0,230.0,7:00 AM,7:19 AM
quantas,qf410,1 aug 2024,14.0,230.0,7:00 AM,7:38 AM
quantas,qf410,1 oct 2024,7.0,375.0,7:00 AM,7:38 AM
quantas,qf410,10 aug 2024,14.0,230.0,7:00 AM,7:15 AM
quantas,qf410,11 aug 2024,14.0,230.0,7:00 AM,7:21 AM
quantas,qf410,12 aug 2024,14.0,230.0,7:00 AM,7:21 AM
quantas,qf410,13 aug 2024,14.0,230.0,7:00 AM,7:09 AM
quantas,qf410,14 aug 2024,14.0,230.0,7:00 AM,7:39 AM
quantas,qf410,15 aug 2024,14.0,230.0,7:00 AM,7:16 AM
quantas,qf410,16 aug 2024,14.0,230.0,7:00 AM,7:09 AM
quantas,qf410,17 aug 2024,14.0,230.0,7:00 AM,7:06 AM
quantas,qf410,18 aug 2024,14.0,230.0,7:00 AM,7:04 AM
quantas,qf410,19 aug 2024,14.0,230.0,7:00 AM,7:28 AM
quantas,qf410,2 oct 2024,7.0,215.0,7:00 AM,7:28 AM
quantas,qf410,20 aug 2024,14.0,230.0,7:00 AM,7:13 AM
quantas,qf410,21 aug 2024,14.0,230.0,7:00 AM,7:05 AM
quantas,qf410,22 aug 2024,14.0,230.0,7:00 AM,7:16 AM
quantas,qf410,22 sep 2024,7.0,436.0,7:00 AM,7:16 AM
quantas,qf410,23 aug 2024,14.0,230.0,7:00 AM,7:19 AM
quantas,qf410,23 sep 2024,7.0,590.0,7:00 AM,7:19 AM
quantas,qf410,24 aug 2024,14.0,230.0,7:00 AM,7:05 AM
quantas,qf410,24 sep 2024,7.0,508.0,7:00 AM,7:05 AM
quantas,qf410,25 aug 2024,14.0,230.0,7:00 AM,7:10 AM
quantas,qf410,25 sep 2024,7.0,436.0,7:00 AM,7:10 AM
quantas,qf410,26 aug 2024,14.0,230.0,7:00 AM,7:28 AM
quantas,qf410,26 sep 2024,7.0,320.0,7:00 AM,7:28 AM
quantas,qf410,27 aug 2024,14.0,230.0,7:00 AM,7:35 AM
quantas,qf410,27 sep 2024,7.0,215.0,7:00 AM,7:35 AM
quantas,qf410,28 aug 2024,14.0,230.0,7:00 AM,7:10 AM
quantas,qf410,28 sep 2024,7.0,179.0,7:00 AM,7:10 AM
quantas,qf410,29 aug 2024,14.0,230.0,7:00 AM,7:15 AM
quantas,qf410,29 sep 2024,7.0,508.0,7:00 AM,7:15 AM
quantas,qf410,3 oct 2024,7.0,179.0,7:00 AM,7:15 AM
quantas,qf410,30 aug 2024,14.0,230.0,7:00 AM,7:00 AM
quantas,qf410,30 sep 2024,7.0,215.0,7:00 AM,7:00 AM
quantas,qf410,31 aug 2024,14.0,230.0,7:00 AM,7:15 AM
quantas,qf410,4 oct 2024,7.0,270.0,7:00 AM,7:15 AM
quantas,qf410,5 oct 2024,7.0,179.0,7:00 AM,7:15 AM
quantas,qf410,6 oct 2024,7.0,270.0,7:00 AM,7:15 AM
quantas,qf414,02 aug 2024,14.0,230.0,7:30 AM,7:53 AM
quantas,qf414,03 aug 2024,14.0,230.0,7:30 AM,8:02 AM
quantas,qf414,04 aug 2024,14.0,230.0,7:30 AM,8:02 AM
quantas,qf414,05 aug 2024,14.0,230.0,7:30 AM,7:42 AM
quantas,qf414,06 aug 2024,14.0,230.0,7:30 AM,7:39 AM
quantas,qf414,07 aug 2024,14.0,230.0,7:30 AM,7:47 AM
quantas,qf414,08 aug 2024,14.0,230.0,7:30 AM,7:57 AM
quantas,qf414,09 aug 2024,14.0,230.0,7:30 AM,7:38 AM
quantas,qf414,1 aug 2024,14.0,230.0,7:30 AM,7:56 AM
quantas,qf414,1 oct 2024,7.0,320.0,7:30 AM,7:56 AM
quantas,qf414,10 aug 2024,14.0,230.0,7:30 AM,7:50 AM
quantas,qf414,11 aug 2024,14.0,230.0,7:30 AM,7:50 AM
quantas,qf414,12 aug 2024,14.0,230.0,7:30 AM,7:58 AM
quantas,qf414,13 aug 2024,14.0,230.0,7:30 AM,7:41 AM
quantas,qf414,14 aug 2024,14.0,230.0,7:30 AM,7:56 AM
quantas,qf414,15 aug 2024,14.0,230.0,7:30 AM,7:50 AM
quantas,qf414,16 aug 2024,14.0,230.0,7:30 AM,7:49 AM
quantas,qf414,17 aug 2024,14.0,230.0,7:30 AM,7:45 AM
quantas,qf414,18 aug 2024,14.0,230.0,7:30 AM,7:45 AM
quantas,qf414,19 aug 2024,14.0,230.0,7:30 AM,7:45 AM
quantas,qf414,2 oct 2024,7.0,179.0,7:30 AM,7:45 AM
quantas,qf414,20 aug 2024,14.0,230.0,7:30 AM,7:48 AM
quantas,qf414,21 aug 2024,14.0,230.0,7:30 AM,8:02 AM
quantas,qf414,22 aug 2024,14.0,230.0,7:30 AM,7:43 AM
quantas,qf414,22 sep 2024,7.0,230.0,7:30 AM,7:43 AM
quantas,qf414,23 aug 2024,14.0,230.0,7:30 AM,7:45 AM
